first_name,last_name,position,injury_status,week,game_date,slate,team,opp,spread,over_under,implied_team_score,salary,L5_dvp_rank,L5_ppg_floor,L5_ppg_avg,L5_ppg_max,ppg_projection,value_projection,ppg_actual,value_actual
Bijan,Robinson,RB,,5,2023-10-08,,ATL,HOU,-2,41.5,21.8,7700,25,10.0,19.1,24.2,17.5,2.27
A.J.,Brown,WR,,5,2023-10-08,,PHI,LAR,-4,50,27,8000,11,6.9,22.0,41.5,17.5,2.19
C.J.,Stroud,QB,,5,2023-10-08,,HOU,ATL,+2,41.5,19.8,6000,16,11.7,20.7,25.5,17.2,2.87
Derrick,Henry,RB,,5,2023-10-08,,TEN,IND,-2.5,43,22.8,7500,19,2.0,15.7,27.4,16.5,2.20
Joe,Burrow,QB,,5,2023-10-08,,CIN,ARI,-3,45,24,6200,26,3.2,10.0,16.4,16.3,2.63
Cooper,Kupp,WR,Q,5,2023-10-08,,LAR,PHI,+4,50,23,8600,28,2.9,20.2,29.8,16.0,1.86
Alvin,Kamara,RB,,5,2023-10-08,,NO,NE,-0.5,39.5,20,6300,20,9.0,15.4,21.4,16.0,2.54
Joshua,Dobbs,QB,,5,2023-10-08,,ARI,CIN,+3,45,21,5200,19,3.0,16.2,25.2,15.8,3.04
Garrett,Wilson,WR,,5,2023-10-08,,NYJ,DEN,+2.5,43.5,20.5,6000,23,9.8,14.7,17.9,15.5,2.58
Ryan,Tannehill,QB,,5,2023-10-08,,TEN,IND,-2.5,43,22.8,4900,31,4.2,11.2,21.0,15.3,3.12
Saquon,Barkley,RB,Q,5,2023-10-08,,NYG,MIA,+12,47.5,17.8,8100,24,7.3,16.4,27.9,14.8,1.83
Mac,Jones,QB,,5,2023-10-08,,NE,NO,+0.5,39.5,19.5,5100,15,3.7,15.8,28.1,14.7,2.88
Zach,Wilson,QB,,5,2023-10-08,,NYJ,DEN,+2.5,43.5,20.5,4900,32,2.8,10.0,20.2,14.7,3.00
Kyren,Williams,RB,Q,5,2023-10-08,,LAR,PHI,+4,50,23,6700,5,0.0,16.9,30.7,14.5,2.16
Joe,Mixon,RB,,5,2023-10-08,,CIN,ARI,-3,45,24,6400,31,6.4,10.6,14.0,14.4,2.25
DeVonta,Smith,WR,,5,2023-10-08,,PHI,LAR,-4,50,27,7400,11,6.8,17.1,26.1,14.3,1.93
James,Conner,RB,,5,2023-10-08,,ARI,CIN,+3,45,21,5800,18,6.6,14.4,19.6,14.3,2.47
Derek,Carr,QB,Q,5,2023-10-08,,NO,NE,-0.5,39.5,20,5300,5,4.2,9.6,18.6,14.1,2.66
Chris,Olave,WR,,5,2023-10-08,,NO,NE,-0.5,39.5,20,6900,17,1.4,15.1,22.2,13.9,2.01
Jaylen,Waddle,WR,,5,2023-10-08,,MIA,NYG,-12,47.5,29.8,7500,8,8.2,10.3,12.4,13.9,1.85
D'Andre,Swift,RB,,5,2023-10-08,,PHI,LAR,-4,50,27,6000,9,1.3,16.5,30.1,13.8,2.30
T.J.,Hockenson,TE,,5,2023-10-08,,MIN,KC,+3.5,53,24.8,6500,24,4.4,16.4,25.9,13.5,2.08
Bryce,Young,QB,,5,2023-10-08,,CAR,DET,+10,44,17,5100,18,8.2,10.1,12.5,13.5,2.65
Kenny,Pickett,QB,Q,5,2023-10-08,,PIT,BAL,+4,37.5,16.8,5000,4,4.5,11.6,18.5,13.4,2.68
Raheem,Mostert,RB,,5,2023-10-08,,MIA,NYG,-12,47.5,29.8,6200,17,6.5,20.3,45.2,13.3,2.15
Michael,Pittman Jr.,WR,,5,2023-10-08,,IND,TEN,+2.5,43,20.3,6400,29,4.5,14.1,23.7,13.2,2.06
Nico,Collins,WR,,5,2023-10-08,,HOU,ATL,+2,41.5,19.8,5600,10,5.4,20.3,38.8,13.2,2.36
Puka,Nacua,WR,,5,2023-10-08,,LAR,PHI,+4,50,23,7700,28,12.2,26.1,34.3,13.1,1.70
Mark,Andrews,TE,,5,2023-10-08,,BAL,PIT,-4,37.5,20.8,5500,6,7.5,16.5,25.0,13.1,2.38
DeAndre,Hopkins,WR,,5,2023-10-08,,TEN,IND,-2.5,43,22.8,5700,25,1.4,8.2,13.5,13.1,2.30
Rhamondre,Stevenson,RB,Q,5,2023-10-08,,NE,NO,+0.5,39.5,19.5,5600,8,6.0,11.3,15.0,13.0,2.32
Breece,Hall,RB,,5,2023-10-08,,NYJ,DEN,+2.5,43.5,20.5,5400,32,0.9,9.3,18.7,12.8,2.37
De'Von,Achane,RB,,5,2023-10-08,,MIA,NYG,-12,47.5,29.8,6100,17,1.9,28.7,54.3,12.4,2.03
David,Montgomery,RB,,5,2023-10-08,,DET,CAR,-10,44,27,6600,28,2.1,14.3,37.1,12.4,1.88
Desmond,Ridder,QB,,5,2023-10-08,,ATL,HOU,-2,41.5,21.8,4900,8,7.3,12.9,22.4,12.4,2.53
Isiah,Pacheco,RB,,5,2023-10-08,,KC,MIN,-3.5,53,28.3,5700,10,8.0,14.9,27.8,12.4,2.18
Tank,Dell,WR,,5,2023-10-08,,HOU,ATL,+2,41.5,19.8,4800,10,3.9,14.8,28.5,12.2,2.54
Zay,Flowers,WR,,5,2023-10-08,,BAL,PIT,-4,37.5,20.8,5500,31,8.0,12.4,17.7,12.2,2.22
Tee,Higgins,WR,Q,5,2023-10-08,,CIN,ARI,-3,45,24,6600,14,0.0,11.4,28.9,12.0,1.82
Dameon,Pierce,RB,Q,5,2023-10-08,,HOU,ATL,+2,41.5,19.8,5300,2,5.5,10.3,14.9,12.0,2.26
Sam,LaPorta,TE,,5,2023-10-08,,DET,CAR,-10,44,27,5000,17,8.9,13.1,22.4,12.0,2.40
Marquise,Brown,WR,,5,2023-10-08,,ARI,CIN,+3,45,21,5000,13,1.7,12.3,17.4,11.8,2.36
Jonathan,Taylor,RB,,5,2023-10-08,,IND,TEN,+2.5,43,20.3,6800,3,2.3,15.8,27.3,11.8,1.74
Jahmyr,Gibbs,RB,,5,2023-10-08,,DET,CAR,-10,44,27,5900,28,8.0,9.7,12.6,11.7,1.98
Miles,Sanders,RB,Q,5,2023-10-08,,CAR,DET,+10,44,17,5200,6,1.6,9.1,17.2,11.6,2.23
Adam,Thielen,WR,,5,2023-10-08,,CAR,DET,+10,44,17,5100,4,3.2,16.3,34.5,11.5,2.25
Courtland,Sutton,WR,,5,2023-10-08,,DEN,NYJ,-2.5,43.5,23,5400,5,11.6,14.0,21.1,11.3,2.09
Alexander,Mattison,RB,,5,2023-10-08,,MIN,KC,+3.5,53,24.8,5700,7,1.2,9.8,17.5,11.2,1.96
Javonte,Williams,RB,Q,5,2023-10-08,,DEN,NYJ,-2.5,43.5,23,5500,23,3.7,6.7,9.7,11.1,2.02
Michael,Thomas,WR,,5,2023-10-08,,NO,NE,-0.5,39.5,20,4900,17,9.3,10.8,12.5,10.9,2.22
Wan'Dale,Robinson,WR,Q,5,2023-10-08,,NYG,MIA,+12,47.5,17.8,3000,24,3.5,8.1,22.4,10.6,3.53
Najee,Harris,RB,,5,2023-10-08,,PIT,BAL,+4,37.5,16.8,5400,13,5.3,8.7,15.0,10.6,1.96
Drake,London,WR,,5,2023-10-08,,ATL,HOU,-2,41.5,21.8,4700,3,0.0,11.3,21.0,10.6,2.26
Jerry,Jeudy,WR,Q,5,2023-10-08,,DEN,NYJ,-2.5,43.5,23,6300,5,5.5,13.0,27.3,10.3,1.63
Darren,Waller,TE,,5,2023-10-08,,NYG,MIA,+12,47.5,17.8,5400,25,1.5,6.4,13.6,10.0,1.85
Jaylen,Warren,RB,,5,2023-10-08,,PIT,BAL,+4,37.5,16.8,4900,13,6.8,9.3,12.6,10.0,2.04
Jordan,Addison,WR,,5,2023-10-08,,MIN,KC,+3.5,53,24.8,5300,12,0.0,10.9,16.2,9.9,1.87
George,Pickens,WR,,5,2023-10-08,,PIT,BAL,+4,37.5,16.8,5200,16,5.5,13.5,25.7,9.7,1.87
Robert,Woods,WR,,5,2023-10-08,,HOU,ATL,+2,41.5,19.8,4000,10,5.6,9.0,13.4,9.5,2.38
Tyler,Higbee,TE,,5,2023-10-08,,LAR,PHI,+4,50,23,4100,30,4.2,8.6,12.1,9.5,2.32
Michael,Wilson,WR,,5,2023-10-08,,ARI,CIN,+3,45,21,3700,13,3.9,12.4,26.6,9.0,2.43
Tyler,Boyd,WR,,5,2023-10-08,,CIN,ARI,-3,45,24,4500,14,3.0,7.1,11.2,8.9,1.98
Calvin,Austin III,WR,,5,2023-10-08,,PIT,BAL,+4,37.5,16.8,3500,16,1.8,8.2,15.2,8.9,2.54
Zach,Ertz,TE,,5,2023-10-08,,ARI,CIN,+3,45,21,3500,27,2.2,7.2,11.6,8.8,2.51
Rashid,Shaheed,WR,,5,2023-10-08,,NO,NE,-0.5,39.5,20,3800,17,0.0,8.7,20.0,8.7,2.29
Hunter,Henry,TE,,5,2023-10-08,,NE,NO,+0.5,39.5,19.5,4400,4,3.7,11.4,17.2,8.7,1.98
Lions,,DST,,5,2023-10-08,,DET,CAR,-10,44,27,3800,25,0.0,8.4,16.0,8.6,2.26
Dallas,Goedert,TE,,5,2023-10-08,,PHI,LAR,-4,50,27,4200,23,0.0,6.8,12.0,8.5,2.02
Kyle,Pitts,TE,,5,2023-10-08,,ATL,HOU,-2,41.5,21.8,3300,18,3.5,6.0,8.7,8.4,2.55
Allen,Lazard,WR,,5,2023-10-08,,NYJ,DEN,+2.5,43.5,20.5,3900,23,4.3,9.4,15.1,8.4,2.15
K.J.,Osborn,WR,,5,2023-10-08,,MIN,KC,+3.5,53,24.8,4100,12,2.6,8.3,12.4,8.4,2.05
Skyy,Moore,WR,,5,2023-10-08,,KC,MIN,-3.5,53,28.3,4400,32,0.4,6.9,16.0,8.3,1.89
Tyler,Allgeier,RB,,5,2023-10-08,,ATL,HOU,-2,41.5,21.8,4700,25,2.2,10.6,24.4,8.3,1.77
Nick,Westbrook-Ikhine,WR,,5,2023-10-08,,TEN,IND,-2.5,43,22.8,3500,25,0.0,7.5,16.1,8.1,2.31
Tutu,Atwell,WR,,5,2023-10-08,,LAR,PHI,+4,50,23,5300,28,7.4,14.5,20.9,8.1,1.53
Kendrick,Bourne,WR,,5,2023-10-08,,NE,NO,+0.5,39.5,19.5,4600,21,5.6,10.8,24.4,8.1,1.76
Gus,Edwards,RB,,5,2023-10-08,,BAL,PIT,-4,37.5,20.8,5000,27,5.1,7.1,12.2,8.0,1.60
Rondale,Moore,WR,,5,2023-10-08,,ARI,CIN,+3,45,21,3200,13,-0.6,5.1,16.2,7.8,2.44
Josh,Reynolds,WR,Q,5,2023-10-08,,DET,CAR,-10,44,27,4200,7,0.0,9.6,23.6,7.8,1.86
Bengals,,DST,,5,2023-10-08,,CIN,ARI,-3,45,24,3700,5,5.0,6.8,11.0,7.7,2.08
Chuba,Hubbard,RB,,5,2023-10-08,,CAR,DET,+10,44,17,4500,6,2.4,7.1,10.0,7.7,1.71
Tyjae,Spears,RB,,5,2023-10-08,,TEN,IND,-2.5,43,22.8,4800,19,3.8,6.3,8.8,7.7,1.60
Darius,Slayton,WR,,5,2023-10-08,,NYG,MIA,+12,47.5,17.8,4100,24,0.0,4.3,9.2,7.7,1.88
Chig,Okonkwo,TE,,5,2023-10-08,,TEN,IND,-2.5,43,22.8,3200,20,0.0,6.1,13.2,7.7,2.41
Ravens,,DST,,5,2023-10-08,,BAL,PIT,-4,37.5,20.8,4200,21,3.0,8.6,17.0,7.6,1.81
Jonathan,Mingo,WR,,5,2023-10-08,,CAR,DET,+10,44,17,3300,4,3.7,4.8,5.6,7.6,2.30
Dalton,Schultz,TE,,5,2023-10-08,,HOU,ATL,+2,41.5,19.8,3400,29,1.9,7.7,13.7,7.5,2.21
Josh,Downs,WR,,5,2023-10-08,,IND,TEN,+2.5,43,20.3,3700,29,5.4,8.2,13.7,7.5,2.03
Ezekiel,Elliott,RB,,5,2023-10-08,,NE,NO,+0.5,39.5,19.5,4700,8,1.3,5.8,9.7,7.4,1.57
Tyler,Conklin,TE,,5,2023-10-08,,NYJ,DEN,+2.5,43.5,20.5,3200,26,1.2,6.0,10.0,7.2,2.25
Eagles,,DST,,5,2023-10-08,,PHI,LAR,-4,50,27,3900,12,-1.0,7.0,13.0,7.2,1.85
DJ,Chark Jr.,WR,,5,2023-10-08,,CAR,DET,+10,44,17,4000,4,2.5,7.6,18.6,7.2,1.80
Terrace,Marshall Jr.,WR,,5,2023-10-08,,CAR,DET,+10,44,17,3600,4,0.0,6.3,14.6,7.2,2.00
Jameson,Williams,WR,,5,2023-10-08,,DET,CAR,-10,44,27,4000,7,0.0,5.0,11.1,7.1,1.78
Cam,Akers,RB,,5,2023-10-08,,MIN,KC,+3.5,53,24.8,4900,7,7.1,18.0,37.7,7.1,1.45
Rashee,Rice,WR,,5,2023-10-08,,KC,MIN,-3.5,53,28.3,3600,32,4.0,8.2,11.6,7.0,1.94
Dolphins,,DST,,5,2023-10-08,,MIA,NYG,-12,47.5,29.8,3600,32,-2.0,7.0,18.0,7.0,1.94
Treylon,Burks,WR,Q,5,2023-10-08,,TEN,IND,-2.5,43,22.8,3900,25,1.5,7.1,12.6,6.9,1.77
Chiefs,,DST,,5,2023-10-08,,KC,MIN,-3.5,53,28.3,3300,26,4.0,7.2,11.0,6.9,2.09
Braxton,Berrios,WR,Q,5,2023-10-08,,MIA,NYG,-12,47.5,29.8,3600,8,0.0,6.9,17.4,6.8,1.89
Marvin,Mims Jr.,WR,,5,2023-10-08,,DEN,NYJ,-2.5,43.5,23,4000,5,2.9,10.9,23.3,6.7,1.68
Samaje,Perine,RB,,5,2023-10-08,,DEN,NYJ,-2.5,43.5,23,4800,23,4.4,7.7,11.8,6.7,1.40
DeVante,Parker,WR,,5,2023-10-08,,NE,NO,+0.5,39.5,19.5,3800,21,3.9,10.2,25.9,6.7,1.76
Irv,Smith Jr.,TE,Q,5,2023-10-08,,CIN,ARI,-3,45,24,3100,13,3.0,5.2,7.3,6.6,2.13
Texans,,DST,,5,2023-10-08,,HOU,ATL,+2,41.5,19.8,3500,27,-1.0,9.2,14.0,6.6,1.89
Jerick,McKinnon,RB,,5,2023-10-08,,KC,MIN,-3.5,53,28.3,4900,10,0.7,6.7,17.8,6.5,1.33
Broncos,,DST,,5,2023-10-08,,DEN,NYJ,-2.5,43.5,23,3200,20,0.0,4.4,13.0,6.5,2.03
Patriots,,DST,,5,2023-10-08,,NE,NO,+0.5,39.5,19.5,3100,22,3.0,5.0,7.0,6.5,2.10
Jaleel,McLaughlin,RB,,5,2023-10-08,,DEN,NYJ,-2.5,43.5,23,5000,23,0.3,6.9,19.4,6.5,1.30
JuJu,Smith-Schuster,WR,,5,2023-10-08,,NE,NO,+0.5,39.5,19.5,3500,21,1.5,6.3,12.3,6.4,1.83
Jonnu,Smith,TE,,5,2023-10-08,,ATL,HOU,-2,41.5,21.8,2900,18,0.0,7.6,15.5,6.4,2.21
Kylen,Granson,TE,,5,2023-10-08,,IND,TEN,+2.5,43,20.3,3000,8,2.9,6.2,10.6,6.4,2.13
Kenneth,Gainwell,RB,,5,2023-10-08,,PHI,LAR,-4,50,27,4800,9,5.8,8.2,11.4,6.4,1.33
Odell,Beckham Jr.,WR,Q,5,2023-10-08,,BAL,PIT,-4,37.5,20.8,4200,31,5.7,12.2,23.3,6.3,1.50
Marquez,Valdes-Scantling,WR,,5,2023-10-08,,KC,MIN,-3.5,53,28.3,4100,32,0.0,3.3,6.8,6.3,1.54
Dalvin,Cook,RB,,5,2023-10-08,,NYJ,DEN,+2.5,43.5,20.5,5100,32,1.2,6.4,13.0,6.3,1.24
Hayden,Hurst,TE,,5,2023-10-08,,CAR,DET,+10,44,17,3100,31,1.7,6.3,15.1,6.2,2.00
Colts,,DST,,5,2023-10-08,,IND,TEN,+2.5,43,20.3,3200,19,3.0,9.0,13.0,6.2,1.94
Parris,Campbell,WR,,5,2023-10-08,,NYG,MIA,+12,47.5,17.8,3300,24,1.2,5.9,12.8,6.1,1.85
Durham,Smythe,TE,,5,2023-10-08,,MIA,NYG,-12,47.5,29.8,3000,14,2.5,5.3,8.1,6.1,2.03
Steelers,,DST,,5,2023-10-08,,PIT,BAL,+4,37.5,16.8,2700,17,-1.0,10.4,26.0,6.0,2.22
Saints,,DST,,5,2023-10-08,,NO,NE,-0.5,39.5,20,3000,28,3.0,8.0,10.0,6.0,2.00
Kadarius,Toney,WR,,5,2023-10-08,,KC,MIN,-3.5,53,28.3,4300,32,0.9,4.5,8.8,6.0,1.40
Jets,,DST,,5,2023-10-08,,NYJ,DEN,+2.5,43.5,20.5,3100,14,0.0,6.8,20.0,6.0,1.94
Devin,Singletary,RB,,5,2023-10-08,,HOU,ATL,+2,41.5,19.8,4400,2,1.5,6.3,11.2,5.9,1.34
Kalif,Raymond,WR,,5,2023-10-08,,DET,CAR,-10,44,27,3300,7,3.0,8.3,13.7,5.8,1.76
Juwan,Johnson,TE,Q,5,2023-10-08,,NO,NE,-0.5,39.5,20,3000,5,3.1,5.5,11.2,5.8,1.93
Titans,,DST,,5,2023-10-08,,TEN,IND,-2.5,43,22.8,2400,11,3.0,6.6,12.0,5.8,2.42
Justice,Hill,RB,Q,5,2023-10-08,,BAL,PIT,-4,37.5,20.8,4400,27,3.0,6.2,12.9,5.8,1.32
Clyde,Edwards-Helaire,RB,,5,2023-10-08,,KC,MIN,-3.5,53,28.3,4500,10,0.9,4.7,12.7,5.7,1.27
Allen,Robinson II,WR,,5,2023-10-08,,PIT,BAL,+4,37.5,16.8,3400,16,1.8,7.5,14.7,5.7,1.68
Taysom,Hill,TE,,5,2023-10-08,,NO,NE,-0.5,39.5,20,3900,5,0.4,3.8,8.7,5.7,1.46
Cardinals,,DST,,5,2023-10-08,,ARI,CIN,+3,45,21,2800,18,-3.0,5.0,19.0,5.6,2.00
Mack,Hollins,WR,,5,2023-10-08,,ATL,HOU,-2,41.5,21.8,3300,3,0.0,4.4,9.0,5.5,1.67
Alec,Pierce,WR,,5,2023-10-08,,IND,TEN,+2.5,43,20.3,3400,29,1.5,5.1,7.3,5.5,1.62
Zack,Moss,RB,,5,2023-10-08,,IND,TEN,+2.5,43,20.3,5800,3,7.4,17.3,25.5,5.4,0.93
Panthers,,DST,,5,2023-10-08,,CAR,DET,+10,44,17,2200,16,0.0,6.6,13.0,5.3,2.41
Rashod,Bateman,WR,,5,2023-10-08,,BAL,PIT,-4,37.5,20.8,4400,31,1.6,5.2,8.2,5.0,1.14
Rams,,DST,,5,2023-10-08,,LAR,PHI,+4,50,23,2600,10,0.0,4.6,8.0,4.9,1.88
Isaiah,Hodgins,WR,,5,2023-10-08,,NYG,MIA,+12,47.5,17.8,4500,24,0.0,9.0,27.5,4.9,1.09
Justin,Watson,WR,,5,2023-10-08,,KC,MIN,-3.5,53,28.3,3400,32,1.5,5.4,8.2,4.8,1.41
Nelson,Agholor,WR,,5,2023-10-08,,BAL,PIT,-4,37.5,20.8,3300,31,0.0,5.3,17.3,4.7,1.42
Demario,Douglas,WR,,5,2023-10-08,,NE,NO,+0.5,39.5,19.5,3000,21,2.9,5.1,8.0,4.7,1.57
Falcons,,DST,,5,2023-10-08,,ATL,HOU,-2,41.5,21.8,3400,6,1.0,4.4,12.0,4.7,1.38
Darnell,Washington,TE,,5,2023-10-08,,PIT,BAL,+4,37.5,16.8,2500,3,0.0,0.5,2.0,4.5,1.80
Adam,Trautman,TE,,5,2023-10-08,,DEN,NYJ,-2.5,43.5,23,2700,32,0.0,2.2,8.4,4.4,1.63
Van,Jefferson,WR,,5,2023-10-08,,LAR,PHI,+4,50,23,3800,28,1.9,5.7,9.1,4.3,1.13
Mike,Gesicki,TE,,5,2023-10-08,,NE,NO,+0.5,39.5,19.5,2700,4,2.2,5.9,9.5,4.3,1.59
Connor,Heyward,TE,,5,2023-10-08,,PIT,BAL,+4,37.5,16.8,2500,3,0.0,2.4,8.1,4.2,1.68
Noah,Gray,TE,,5,2023-10-08,,KC,MIN,-3.5,53,28.3,2800,12,1.6,5.4,10.4,3.9,1.39
Randall,Cobb,WR,,5,2023-10-08,,NYJ,DEN,+2.5,43.5,20.5,3000,23,0.0,1.6,3.1,3.9,1.30
Michael,Carter,RB,,5,2023-10-08,,NYJ,DEN,+2.5,43.5,20.5,4000,32,1.3,2.8,4.1,3.6,0.90
Giants,,DST,,5,2023-10-08,,NYG,MIA,+12,47.5,17.8,2000,7,-3.0,0.2,5.0,3.6,1.80
Vikings,,DST,,5,2023-10-08,,MIN,KC,+3.5,53,24.8,2500,15,2.0,5.6,17.0,3.5,1.40
Trenton,Irwin,WR,,5,2023-10-08,,CIN,ARI,-3,45,24,3200,14,0.0,1.3,2.7,3.5,1.09
Drew,Ogletree,TE,,5,2023-10-08,,IND,TEN,+2.5,43,20.3,2700,8,2.1,6.3,13.8,3.5,1.30
Jalin,Hyatt,WR,,5,2023-10-08,,NYG,MIA,+12,47.5,17.8,3600,24,0.0,3.6,10.9,3.4,0.94
Brandon,Johnson,WR,,5,2023-10-08,,DEN,NYJ,-2.5,43.5,23,3200,5,-1.0,7.1,20.6,3.4,1.06
Quez,Watkins,WR,,5,2023-10-08,,PHI,LAR,-4,50,27,3500,11,0.0,1.1,3.7,3.3,0.94
Ronnie,Rivers,RB,,5,2023-10-08,,LAR,PHI,+4,50,23,4600,5,0.0,1.8,7.7,3.3,0.72
Chris,Moore,WR,,5,2023-10-08,,TEN,IND,-2.5,43,22.8,3000,25,0.0,4.3,6.1,3.3,1.10
Laviska,Shenault Jr.,WR,,5,2023-10-08,,CAR,DET,+10,44,17,3000,4,0.7,2.3,4.1,3.1,1.03
Melvin,Gordon III,RB,,5,2023-10-08,,BAL,PIT,-4,37.5,20.8,4600,27,5.4,10.0,14.2,3.1,0.67
Emari,Demercado,RB,,5,2023-10-08,,ARI,CIN,+3,45,21,4200,18,0.0,2.0,5.4,2.9,0.69
John,Metchie III,WR,Q,5,2023-10-08,,HOU,ATL,+2,41.5,19.8,3100,10,2.7,3.1,3.3,2.9,0.94
Matt,Breida,RB,,5,2023-10-08,,NYG,MIA,+12,47.5,17.8,5200,24,0.5,5.8,11.2,2.8,0.54
Trey,McBride,TE,,5,2023-10-08,,ARI,CIN,+3,45,21,2500,27,1.2,3.9,7.1,2.7,1.08
Kyle,Philips,WR,IR,5,2023-10-08,,TEN,IND,-2.5,43,22.8,3000,25,0.5,4.6,11.6,2.7,0.90
Josh,Oliver,TE,,5,2023-10-08,,MIN,KC,+3.5,53,24.8,2500,24,0.0,4.5,8.4,2.5,1.00
Isaiah,Likely,TE,,5,2023-10-08,,BAL,PIT,-4,37.5,20.8,2500,6,0.0,1.2,3.0,2.3,0.92
Olamide,Zaccheaus,WR,,5,2023-10-08,,PHI,LAR,-4,50,27,3200,11,0.0,5.9,13.8,2.3,0.72
Devin,Duvernay,WR,,5,2023-10-08,,BAL,PIT,-4,37.5,20.8,3000,31,0.0,1.8,4.9,2.1,0.70
Isaiah,McKenzie,WR,,5,2023-10-08,,IND,TEN,+2.5,43,20.3,3000,29,0.0,1.5,3.0,2.1,0.70
Zach,Pascal,WR,,5,2023-10-08,,ARI,CIN,+3,45,21,3000,13,0.0,1.8,4.0,2.1,0.70
Keaontay,Ingram,RB,Q,5,2023-10-08,,ARI,CIN,+3,45,21,4600,18,-0.4,1.1,3.1,2.1,0.46
Brevin,Jordan,TE,,5,2023-10-08,,HOU,ATL,+2,41.5,19.8,2500,29,0.0,2.8,9.3,1.9,0.76
Cordarrelle,Patterson,RB,,5,2023-10-08,,ATL,HOU,-2,41.5,21.8,4000,25,0.0,9.3,20.4,1.9,0.48
Lil'Jordan,Humphrey,WR,,5,2023-10-08,,DEN,NYJ,-2.5,43.5,23,3000,5,0.0,2.9,9.1,1.8,0.60
Kendre,Miller,RB,,5,2023-10-08,,NO,NE,-0.5,39.5,20,4200,20,1.8,3.1,4.4,1.8,0.43
Trayveon,Williams,RB,,5,2023-10-08,,CIN,ARI,-3,45,24,4600,31,0.0,0.8,2.4,1.8,0.39
Marvin,Jones Jr.,WR,,5,2023-10-08,,DET,CAR,-10,44,27,3000,7,0.0,1.0,3.1,1.7,0.57
C.J.,Uzomah,TE,,5,2023-10-08,,NYJ,DEN,+2.5,43.5,20.5,2500,26,0.0,2.9,7.1,1.7,0.68
KhaDarel,Hodge,WR,,5,2023-10-08,,ATL,HOU,-2,41.5,21.8,3000,3,0.0,1.3,3.9,1.6,0.53
Cedrick,Wilson Jr.,WR,,5,2023-10-08,,MIA,NYG,-12,47.5,29.8,3000,8,0.0,1.6,3.1,1.6,0.53
Brock,Wright,TE,,5,2023-10-08,,DET,CAR,-10,44,27,2500,17,0.0,0.7,3.7,1.6,0.64
Daniel,Bellinger,TE,Q,5,2023-10-08,,NYG,MIA,+12,47.5,17.8,2500,25,0.0,1.2,1.8,1.5,0.60
Julian,Hill,TE,,5,2023-10-08,,MIA,NYG,-12,47.5,29.8,2500,14,0.0,0.0,0.0,1.3,0.52
Ian,Thomas,TE,,5,2023-10-08,,CAR,DET,+10,44,17,2500,31,0.0,0.4,1.8,1.3,0.52
Chris,Manhertz,TE,,5,2023-10-08,,DEN,NYJ,-2.5,43.5,23,2500,32,0.0,0.4,2.0,1.2,0.48
Mo,Alie-Cox,TE,Q,5,2023-10-08,,IND,TEN,+2.5,43,20.3,2600,8,0.0,4.1,10.5,1.2,0.46
Tony,Jones Jr.,RB,,5,2023-10-08,,NO,NE,-0.5,39.5,20,4500,20,0.0,5.3,15.4,1.2,0.27
Alec,Ingold,RB,,5,2023-10-08,,MIA,NYG,-12,47.5,29.8,4000,17,0.0,1.7,5.4,1.2,0.30
