Week;Year;GID;Name;Pos;Team;h/a;Oppt;FD points;FD salary
4;2011;6104;Crosby, Mason;PK;gnb;h;den;7;5600
4;2011;6094;Bironas, Rob;PK;ten;a;cle;7;5600
4;2011;6048;Janikowski, Sebastian;PK;oak;h;nwe;7;6500
4;2011;6037;Vinatieri, Adam;PK;ind;a;tam;6;6000
4;2011;6120;Folk, Nick;PK;nyj;a;bal;6;5800
4;2011;6001;Akers, David;PK;sfo;a;phi;6;6200
4;2011;6028;Longwell, Ryan;PK;min;a;kan;5;5400
4;2011;6049;Rackers, Neil;PK;hou;h;pit;5;5600
4;2011;6172;Gano, Graham;PK;was;a;stl;5;5200
4;2011;6159;Prater, Matt;PK;den;a;gnb;5;5000
4;2011;6097;Suisham, Shaun;PK;pit;a;hou;4;6000
4;2011;6079;Brown, Josh;PK;stl;h;was;4;5800
4;2011;6167;Hauschka, Steven;PK;sea;h;atl;4;5200
4;2011;6088;Scobee, Josh;PK;jac;h;nor;4;5400
4;2011;7003;Baltimore Defense;Def;bal;h;nyj;29;5400
4;2011;7021;New York J Defense;Def;nyj;a;bal;19;5400
4;2011;7011;Detroit Defense;Def;det;a;dal;18;5200
4;2011;7030;Tennessee Defense;Def;ten;a;cle;16;5200
4;2011;7006;Chicago Defense;Def;chi;h;car;15;5400
4;2011;7012;Green Bay Defense;Def;gnb;h;den;15;5600
4;2011;7032;Houston Defense;Def;hou;h;pit;13;5200
4;2011;7031;Washington Defense;Def;was;a;stl;13;5000
4;2011;7004;Buffalo Defense;Def;buf;a;cin;12;5200
4;2011;7019;New Orleans Defense;Def;nor;a;jac;9;5000
4;2011;7027;San Francisco Defense;Def;sfo;a;phi;8;5400
4;2011;7020;New York G Defense;Def;nyg;a;ari;8;5400
4;2011;7026;San Diego Defense;Def;sdg;h;mia;8;5000
4;2011;7029;Tampa Bay Defense;Def;tam;h;ind;7;5200
4;2011;7023;Philadelphia Defense;Def;phi;h;sfo;7;5000
4;2011;7014;Jacksonville Defense;Def;jac;h;nor;7;5000
4;2011;7015;Kansas City Defense;Def;kan;h;min;5;5000
4;2011;7025;St. Louis Defense;Def;stl;h;was;5;5000
4;2011;7018;New England Defense;Def;nwe;a;oak;5;5000
4;2011;7001;Arizona Defense;Def;ari;h;nyg;4;5200
4;2011;7002;Atlanta Defense;Def;atl;a;sea;3;5000
4;2011;7017;Minnesota Defense;Def;min;a;kan;3;5000
4;2011;7010;Denver Defense;Def;den;a;gnb;2;5000
4;2011;7007;Cincinnati Defense;Def;cin;h;buf;2;5200
4;2011;7005;Carolina Defense;Def;car;a;chi;2;5000
4;2011;7016;Miami Defense;Def;mia;a;sdg;2;5000
4;2011;7013;Indianapolis Defense;Def;ind;a;tam;2;5000
4;2011;7009;Dallas Defense;Def;dal;h;det;1;5000
4;2011;7008;Cleveland Defense;Def;cle;h;ten;1;5200
4;2011;7024;Pittsburgh Defense;Def;pit;a;hou;1;5800
4;2011;7022;Oakland Defense;Def;oak;h;nwe;0;5000
4;2011;7028;Seattle Defense;Def;sea;h;atl;-1;5000
Week;Year;GID;Name;Pos;Team;h/a;Oppt;FD points;FD salary
5;2011;1232;Roethlisberger, Ben;QB;pit;h;ten;28.12;7800
5;2011;1241;Cassel, Matt;QB;kan;a;ind;27.48;7500
5;2011;1155;Vick, Michael;QB;phi;a;buf;25.6;9600
5;2011;1378;Newton, Cam;QB;car;h;nor;24.66;8500
5;2011;1225;Manning, Eli;QB;nyg;h;sea;24.3;8300
5;2011;1252;Rodgers, Aaron;QB;gnb;a;atl;23.74;9900
5;2011;1234;Schaub, Matt;QB;hou;h;oak;22.64;8200
5;2011;1151;Brees, Drew;QB;nor;a;car;21.36;9600
5;2011;1332;Painter, Curtis;QB;ind;h;kan;18.98;5600
5;2011;1254;Smith, Alex;QB;sfo;h;tam;18.8;7200
5;2011;1231;Rivers, Philip;QB;sdg;a;den;18;8800
5;2011;1373;Tebow, Tim;QB;den;h;sdg;16.96;6700
5;2011;1131;Brady, Tom;QB;nwe;h;nyj;16.14;9600
5;2011;1340;Stafford, Matthew;QB;det;h;chi;15.86;8800
5;2011;1339;Sanchez, Mark;QB;nyj;a;nwe;14.64;7200
5;2011;1240;Campbell, Jason;QB;oak;a;hou;14.6;7400
5;2011;1263;Cutler, Jay;QB;chi;a;det;14.26;7500
5;2011;1403;Dalton, Andy;QB;cin;a;jac;14.16;6200
5;2011;1060;Hasselbeck, Matt;QB;ten;a;pit;13.78;7500
5;2011;1086;McNabb, Donovan;QB;min;h;ari;13.16;7200
5;2011;1242;Fitzpatrick, Ryan;QB;buf;h;phi;11.42;8300
5;2011;1260;Jackson, Tarvaris;QB;sea;a;nyg;11.34;6200
5;2011;1272;Whitehurst, Charlie;QB;sea;a;nyg;10.56;5100
5;2011;1381;Gabbert, Blaine;QB;jac;h;cin;9.94;5900
5;2011;1301;Ryan, Matt;QB;atl;h;gnb;9.58;8200
5;2011;1282;Kolb, Kevin;QB;ari;a;min;6.28;7500
5;2011;1330;Freeman, Josh;QB;tam;a;sfo;5.68;7700
5;2011;1404;Kaepernick, Colin;QB;sfo;h;tam;1.2;5100
5;2011;1320;Johnson, Josh;QB;tam;a;sfo;0.28;5100
5;2011;1250;Orton, Kyle;QB;kan;a;ind;0.26;7800
5;2011;1015;Brunell, Mark;QB;nyj;a;nwe;0;5100
5;2011;1334;Daniel, Chase;QB;nor;a;car;0;5100
5;2011;1304;Bartel, Richard;QB;ari;a;min;-0.12;5100
5;2011;2553;Peterson, Adrian;RB;min;h;ari;30.2;9400
5;2011;2520;Jackson, Fred;RB;buf;h;phi;28.6;8000
5;2011;2650;Green-Ellis, BenJarvus;RB;nwe;h;nyj;27.4;6900
5;2011;2720;Best, Jahvid;RB;det;h;chi;25.2;7500
5;2011;2696;Foster, Arian;RB;hou;h;oak;20.9;9400
5;2011;2467;Gore, Frank;RB;sfo;h;tam;19.3;8300
5;2011;2552;Lynch, Marshawn;RB;sea;a;nyg;19.1;6100
5;2011;2707;McCoy, LeSean;RB;phi;a;buf;18.7;9600
5;2011;2500;Williams, DeAngelo;RB;car;h;nor;17.5;6700
5;2011;2613;Forte, Matt;RB;chi;a;det;17.1;9100
5;2011;2709;Greene, Shonn;RB;nyj;a;nwe;16.2;6400
5;2011;2601;Battle, Jackie;RB;kan;a;ind;15;4500
5;2011;2373;McGahee, Willis;RB;den;h;sdg;14.5;5900
5;2011;2502;Jones-Drew, Maurice;RB;jac;h;cin;14.5;9100
5;2011;2645;Johnson, Chris;RB;ten;a;pit;14;8800
5;2011;2754;Mathews, Ryan;RB;sdg;a;den;13.7;8600
5;2011;2704;Wells, Beanie;RB;ari;a;min;12;7700
5;2011;2793;Ingram, Mark;RB;nor;a;car;11.9;5900
5;2011;2732;Dwyer, Jonathan;RB;pit;h;ten;11.8;4500
5;2011;2598;Thomas, Pierre;RB;nor;a;car;11.7;6100
5;2011;2434;Turner, Michael;RB;atl;h;gnb;11.6;8300
5;2011;2484;Sproles, Darren;RB;nor;a;car;11.6;6700
5;2011;2706;Moreno, Knowshon;RB;den;h;sdg;11.5;6600
5;2011;2535;Bradshaw, Ahmad;RB;nyg;h;sea;11.5;8200
5;2011;2811;Carter, Delone;RB;ind;h;kan;10.4;4500
5;2011;2695;Scott, Bernard;RB;cin;a;jac;8.9;5600
5;2011;2603;McFadden, Darren;RB;oak;a;hou;7.8;9600
5;2011;2677;Redman, Isaac;RB;pit;h;ten;7.6;5600
5;2011;2721;Blount, LeGarrette;RB;tam;a;sfo;7.5;7200
5;2011;2228;Jones, Thomas;RB;kan;a;ind;7.2;6100
5;2011;2639;Hester, Jacob;RB;sdg;a;den;7;4500
5;2011;2777;Starks, James;RB;gnb;a;atl;6.9;7000
5;2011;4436;Collins, Jed;RB;nor;a;car;6.6;4600
5;2011;2814;Hunter, Kendall;RB;sfo;h;tam;6.5;5600
5;2011;2647;Tolbert, Mike;RB;sdg;a;den;6.4;6900
5;2011;2730;Dixon, Anthony;RB;sfo;h;tam;6.4;4500
5;2011;2534;Booker, Lorenzo;RB;min;h;ari;6;4500
5;2011;2673;Ringer, Javon;RB;ten;a;pit;5.8;4800
5;2011;2454;Benson, Cedric;RB;cin;a;jac;5.3;6900
5;2011;2750;Karim, Deji;RB;jac;h;cin;4.6;5000
5;2011;2705;Brown, Donald;RB;ind;h;kan;3.8;5000
5;2011;2612;Stewart, Jonathan;RB;car;h;nor;3.8;6600
5;2011;2332;Cartwright, Rock;RB;oak;a;hou;3.5;4500
5;2011;2563;Snelling, Jason;RB;atl;h;gnb;3.3;5100
5;2011;2445;Graham, Earnest;RB;tam;a;sfo;3;5600
5;2011;2496;Addai, Joseph;RB;ind;h;kan;3;6700
5;2011;2633;Ware, Danny;RB;nyg;h;sea;3;4500
5;2011;2775;Spiller, C.J.;RB;buf;h;phi;2.6;5000
5;2011;3953;McCluster, Dexter;RB;kan;a;ind;2.3;5400
5;2011;2507;Washington, Leon;RB;sea;a;nyg;2.1;4500
5;2011;2270;Tomlinson, LaDainian;RB;nyj;a;nwe;2;5900
5;2011;2551;Leonard, Brian;RB;cin;a;jac;1.9;5100
5;2011;2649;Lumpkin, Kregg;RB;tam;a;sfo;1.6;4500
5;2011;2452;Barber III, Marion;RB;chi;a;det;1.5;5100
5;2011;2419;Jones, Greg;RB;jac;h;cin;1.5;4500
5;2011;2310;Morris, Maurice;RB;det;h;chi;1.3;5300
5;2011;2829;Ridley, Stevan;RB;nwe;h;nyj;1.3;5400
5;2011;2839;Bradford, Allen;RB;sea;a;nyg;1.3;4500
5;2011;2624;Felton, Jerome;RB;ind;h;kan;1.2;4500
5;2011;2818;Rodgers, Jacquizz;RB;atl;h;gnb;1.1;4600
5;2011;2549;Kuhn, John;RB;gnb;a;atl;1.1;4800
5;2011;2832;Green, Alex;RB;gnb;a;atl;1.1;4500
5;2011;2642;Forsett, Justin;RB;sea;a;nyg;0.9;5100
5;2011;2536;Bush, Michael;RB;oak;a;hou;0.9;6600
5;2011;2722;Bolen, Brock;RB;jac;h;cin;0.9;4500
5;2011;2736;Gerhart, Toby;RB;min;h;ari;0.9;4600
5;2011;2580;Grant, Ryan;RB;gnb;a;atl;0.9;6700
5;2011;2816;Lewis, Dion;RB;phi;a;buf;0.8;4500
5;2011;2787;Williams, Keiland;RB;det;h;chi;0.7;5100
5;2011;2668;Stephens-Howling, LaRod;RB;ari;a;min;0.5;4500
5;2011;2824;Clutts, Tyler;RB;chi;a;det;0.5;4500
5;2011;2773;Smith, Alfonso;RB;ari;a;min;0.2;4800
5;2011;2691;Ogbonnaya, Chris;RB;cle;h;-;0.2;4500
5;2011;2756;McKnight, Joe;RB;nyj;a;nwe;0.1;4600
5;2011;2782;Tonga, Manase;RB;oak;a;hou;0;4500
5;2011;2830;Vereen, Shane;RB;nwe;h;nyj;0;4500
5;2011;4439;Casey, James;RB;hou;h;oak;0;4800
5;2011;2834;Miller, Bruce;RB;sfo;h;tam;0;4600
5;2011;2375;Mughelli, Ovie;RB;atl;h;gnb;0;4500
5;2011;2643;Schmitt, Owen;RB;phi;a;buf;0;4500
5;2011;2821;White, Johnny;RB;buf;h;phi;0;4500
5;2011;2657;Larsen, Spencer;RB;den;h;sdg;0;4500
5;2011;2815;Harper, Jamie;RB;ten;a;pit;0;4500
5;2011;2737;Gronkowski, Chris;RB;ind;h;kan;0;4500
5;2011;2530;Hall, Ahmard;RB;ten;a;pit;0;4500
5;2011;2822;Sherman, Anthony;RB;ari;a;min;0;4500
5;2011;2518;Vickers, Lawrence;RB;hou;h;oak;0;4500
5;2011;2726;Conner, John;RB;nyj;a;nwe;0;4500
5;2011;2797;Scott, Da'Rel;RB;nyg;h;sea;0;4500
5;2011;2590;Hall, Korey;RB;nor;a;car;0;4500
5;2011;2837;Hynoski, Henry;RB;nyg;h;sea;0;4500
5;2011;2820;Jones, Taiwan;RB;oak;a;hou;0;4500
5;2011;2456;Brown, Ronnie;RB;phi;a;buf;0;5100
5;2011;2692;Peerman, Cedric;RB;cin;a;jac;0;4500
5;2011;2729;D'Imperio, Ryan;RB;min;h;ari;0;4500
5;2011;2494;McIntyre, Corey;RB;buf;h;phi;0;4500
5;2011;2572;McClain, Le'Ron;RB;kan;a;ind;0;4800
5;2011;2716;Pressley, Chris;RB;cin;a;jac;0;4500
5;2011;2669;Ball, Lance;RB;den;h;sdg;0;4800
5;2011;3605;Robinson, Michael;RB;sea;a;nyg;-1.5;4500
5;2011;3661;Bowe, Dwayne;WR;kan;a;ind;28.3;7800
5;2011;3754;Garcon, Pierre;WR;ind;h;kan;27;6900
5;2011;3900;Cruz, Victor;WR;nyg;h;sea;24.4;5400
5;2011;5136;Baldwin, Doug;WR;sea;a;nyg;23.6;4800
5;2011;3679;Jones, James;WR;gnb;a;atl;22.5;5400
5;2011;3677;Johnson, Calvin;WR;det;h;chi;21.5;9100
5;2011;3215;Ward, Hines;WR;pit;h;ten;20.9;5800
5;2011;3673;Hill, Jason;WR;jac;h;cin;20.3;4500
5;2011;3848;Heyward-Bey, Darrius;WR;oak;a;hou;19.4;5000
5;2011;3696;Breaston, Steve;WR;kan;a;ind;19;5600
5;2011;3809;Wallace, Mike;WR;pit;h;ten;18;8200
5;2011;3547;Floyd, Malcom;WR;sdg;a;den;17.5;5900
5;2011;5091;Green, A.J.;WR;cin;a;jac;17.5;6400
5;2011;3359;Branch, Deion;WR;nwe;h;nyj;16.9;6400
5;2011;3770;Jackson, DeSean;WR;phi;a;buf;16.7;7200
5;2011;3458;Walter, Kevin;WR;hou;h;oak;16.6;4800
5;2011;3611;Avant, Jason;WR;phi;a;buf;16.4;5100
5;2011;3587;Jennings, Greg;WR;gnb;a;atl;16.2;8300
5;2011;5074;Williams, Damian;WR;ten;a;pit;15.6;4600
5;2011;3328;Smith, Steve;WR;car;h;nor;15.4;7500
5;2011;3529;Welker, Wes;WR;nwe;h;nyj;14.9;8800
5;2011;3867;Nicks, Hakeem;WR;nyg;h;sea;14.5;8600
5;2011;3830;Maclin, Jeremy;WR;phi;a;buf;14.4;7000
5;2011;3630;Obomanu, Ben;WR;sea;a;nyg;14.1;5300
5;2011;3571;White, Roddy;WR;atl;h;gnb;14;8000
5;2011;3586;Holmes, Santonio;WR;nyj;a;nwe;14;6400
5;2011;3729;Doucet, Early;WR;ari;a;min;13.2;5600
5;2011;5111;Kerley, Jeremy;WR;nyj;a;nwe;11;4500
5;2011;3774;Morgan, Josh;WR;sfo;h;tam;10;5300
5;2011;3303;Wayne, Reggie;WR;ind;h;kan;9.7;7500
5;2011;3768;Schilens, Chaz;WR;oak;a;hou;9.5;4500
5;2011;3602;Colston, Marques;WR;nor;a;car;9.4;6100
5;2011;5137;Sanzenbacher, Dane;WR;chi;a;det;9.4;5000
5;2011;3581;Washington, Nate;WR;ten;a;pit;9.4;6400
5;2011;3609;Aromashodu, Devin;WR;min;h;ari;9.1;4800
5;2011;3501;Fitzgerald, Larry;WR;ari;a;min;8.6;7700
5;2011;3682;Naanee, Legedu;WR;car;h;nor;8.3;4600
5;2011;3762;Manningham, Mario;WR;nyg;h;sea;8.1;6400
5;2011;1261;Smith, Brad;WR;buf;h;phi;7.2;5000
5;2011;3967;Nelson, David;WR;buf;h;phi;7.1;5300
5;2011;3603;Hurd, Sam;WR;chi;a;det;7;4500
5;2011;3981;Roosevelt, Naaman;WR;buf;h;phi;6.6;4500
5;2011;3810;Thomas, Mike;WR;jac;h;cin;6.4;6200
5;2011;3885;Benn, Arrelious;WR;tam;a;sfo;6.1;5300
5;2011;3863;Collie, Austin;WR;ind;h;kan;6;6700
5;2011;3744;Simpson, Jerome;WR;cin;a;jac;6;5100
5;2011;3681;Meachem, Robert;WR;nor;a;car;5.8;6400
5;2011;3683;Rice, Sidney;WR;sea;a;nyg;5.8;7200
5;2011;3241;Burress, Plaxico;WR;nyj;a;nwe;5.7;5600
5;2011;3593;Hester, Devin;WR;chi;a;det;5.7;5300
5;2011;3781;Hawkins, Lavelle;WR;ten;a;pit;5.3;4500
5;2011;3978;Roberts, Andre;WR;ari;a;min;5.1;4800
5;2011;3910;Ford, Jacoby;WR;oak;a;hou;5;5300
5;2011;3550;Jackson, Vincent;WR;sdg;a;den;4.9;8000
5;2011;3737;Johnson, Steve;WR;buf;h;phi;4.9;7700
5;2011;3872;Crabtree, Michael;WR;sfo;h;tam;4.6;5600
5;2011;3604;Moore, Lance;WR;nor;a;car;4.5;5600
5;2011;3474;Brown, Antonio;WR;pit;h;ten;4.3;5400
5;2011;3995;Tate, Golden;WR;sea;a;nyg;4.1;4500
5;2011;5089;Jones, Julio;WR;atl;h;gnb;3.8;6200
5;2011;5125;Cobb, Randall;WR;gnb;a;atl;3.6;4800
5;2011;3941;Jones, Donald;WR;buf;h;phi;3.5;5100
5;2011;3496;Colbert, Keary;WR;kan;a;ind;3.4;4500
5;2011;3314;Ochocinco, Chad;WR;nwe;h;nyj;3.3;5900
5;2011;3508;Jenkins, Michael;WR;min;h;ari;3.2;5600
5;2011;3751;Nelson, Jordy;WR;gnb;a;atl;3.2;6400
5;2011;3889;Briscoe, Dezmon;WR;tam;a;sfo;2.8;4600
5;2011;5078;Williams, Mike;WR;tam;a;sfo;2.8;6700
5;2011;3802;Harvin, Percy;WR;min;h;ari;2.8;7000
5;2011;3829;Knox, Johnny;WR;chi;a;det;2.7;6200
5;2011;3731;Douglas, Harry;WR;atl;h;gnb;2.6;4600
5;2011;3444;Lloyd, Brandon;WR;stl;h;-;2.5;7500
5;2011;3946;LaFell, Brandon;WR;car;h;nor;2.5;5100
5;2011;3670;Ginn Jr., Ted;WR;sfo;h;tam;2.4;4800
5;2011;5121;Young, Titus;WR;det;h;chi;2.4;5100
5;2011;3743;Caldwell, Andre;WR;cin;a;jac;2.3;5100
5;2011;3589;Hagan, Derek;WR;buf;h;phi;1.8;5000
5;2011;3969;Parker, Preston;WR;tam;a;sfo;1.8;4800
5;2011;5140;Hawkins, Andrew;WR;cin;a;jac;1.6;4500
5;2011;3527;Williams, Roy;WR;chi;a;det;1.6;5100
5;2011;3506;Henderson, Devery;WR;nor;a;car;1.6;5900
5;2011;3498;Crayton, Patrick;WR;sdg;a;den;1.5;5300
5;2011;3424;Burleson, Nate;WR;det;h;chi;1.5;5900
5;2011;3660;Anderson, David;WR;was;h;-;1.4;4500
5;2011;3533;Copper, Terrance;WR;kan;a;ind;1.4;4500
5;2011;3678;Jones, Jacoby;WR;hou;h;oak;1.4;5000
5;2011;3126;Mason, Derrick;WR;hou;h;oak;1.2;5900
5;2011;3949;Mariani, Marc;WR;ten;a;pit;1;4500
5;2011;3058;Driver, Donald;WR;gnb;a;atl;1;5300
5;2011;3732;Weems, Eric;WR;atl;h;gnb;0.9;4500
5;2011;3831;Dillard, Jarett;WR;jac;h;cin;0.8;4500
5;2011;2656;Logan, Stefan;WR;det;h;chi;0.6;4500
5;2011;3902;Decker, Eric;WR;den;h;sdg;0.6;6100
5;2011;5123;Brown, Vincent;WR;sdg;a;den;0;4500
5;2011;3592;Stovall, Maurice;WR;det;h;chi;0;4500
5;2011;5103;Shorts, Cecil;WR;jac;h;cin;0;4500
5;2011;3898;Cooper, Riley;WR;phi;a;buf;0;4500
5;2011;3957;Meier, Kerry;WR;atl;h;gnb;0;4500
5;2011;3804;Turner, Patrick;WR;nyj;a;nwe;0;4500
5;2011;3497;Cotchery, Jerricho;WR;pit;h;ten;0;4600
5;2011;3688;Smith, Steve;WR;phi;a;buf;0;5600
5;2011;5112;Pilares, Kealoha;WR;car;h;nor;0;4500
5;2011;5073;White, Blair;WR;ind;h;kan;0;5000
5;2011;3983;Sanders, Emmanuel;WR;pit;h;ten;0;4800
5;2011;3615;Camarillo, Greg;WR;min;h;ari;0;4500
5;2011;3782;Thomas, Devin;WR;nyg;h;sea;0;4500
5;2011;5072;West, Chastin;WR;jac;h;cin;0;4500
5;2011;3671;Gonzalez, Anthony;WR;ind;h;kan;0;4500
5;2011;3877;Ajirotutu, Seyi;WR;car;h;nor;0;4500
5;2011;3565;Roby, Courtney;WR;nor;a;car;0;4500
5;2011;3628;Martin, Ruvell;WR;buf;h;phi;0;4500
5;2011;3654;Spurlock, Micheal;WR;tam;a;sfo;0;4500
5;2011;3778;Avery, Donnie;WR;ten;a;pit;0;4500
5;2011;3860;Tate, Brandon;WR;cin;a;jac;0;4800
5;2011;5102;Sampson, DeMarco;WR;ari;a;min;0;4500
5;2011;3727;Willis, Matt;WR;den;h;sdg;0;4800
5;2011;5076;Williams, Kyle;WR;sfo;h;tam;0;4500
5;2011;3915;Goodman, Richard;WR;sdg;a;den;0;4500
5;2011;3801;Cosby, Quan;WR;den;h;sdg;0;4500
5;2011;5108;Durham, Kris;WR;sea;a;nyg;0;4500
5;2011;3760;Slater, Matthew;WR;nwe;h;nyj;0;4500
5;2011;3422;Battle, Arnaz;WR;pit;h;ten;0;4500
5;2011;3907;Edwards, Armanti;WR;car;h;nor;0;4500
5;2011;5109;Moore, Denarius;WR;oak;a;hou;0;5900
5;2011;5122;Jernigan, Jerrel;WR;nyg;h;sea;0;4500
5;2011;4306;Dreessen, Joel;TE;hou;h;oak;19.7;4600
5;2011;4323;Davis, Vernon;TE;sfo;h;tam;17.1;6200
5;2011;4492;Graham, Jimmy;TE;nor;a;car;16.9;6700
5;2011;3881;Ballard, Jake;TE;nyg;h;sea;14.7;4800
5;2011;4335;Daniels, Owen;TE;hou;h;oak;12.4;6100
5;2011;4311;Miller, Heath;TE;pit;h;ten;12.1;5000
5;2011;4462;Pettigrew, Brandon;TE;det;h;chi;11.9;5600
5;2011;4360;Walker, Delanie;TE;sfo;h;tam;10.7;4800
5;2011;4493;Gresham, Jermaine;TE;cin;a;jac;10.6;5300
5;2011;4403;Davis, Kellen;TE;chi;a;det;10;4600
5;2011;4368;Olsen, Greg;TE;car;h;nor;9.6;5900
5;2011;4051;Gonzalez, Tony;TE;atl;h;gnb;9;6700
5;2011;4410;Finley, Jermichael;TE;gnb;a;atl;8.7;7500
5;2011;4498;Hernandez, Aaron;TE;nwe;h;nyj;8.1;6700
5;2011;4294;Winslow, Kellen;TE;tam;a;sfo;7.9;5300
5;2011;4437;Cook, Jared;TE;ten;a;pit;7.9;5000
5;2011;4450;Johnson, David;TE;pit;h;ten;7.5;4500
5;2011;4337;Fells, Daniel;TE;den;h;sdg;6.2;4800
5;2011;4340;King, Jeff;TE;ari;a;min;6;4800
5;2011;4494;Gronkowski, Rob;TE;nwe;h;nyj;5.1;7000
5;2011;4223;McMichael, Randy;TE;sdg;a;den;4.9;4800
5;2011;4539;Housler, Rob;TE;ari;a;min;4;4500
5;2011;4467;Sperry, Kory;TE;sdg;a;den;3.7;4500
5;2011;4211;Shockey, Jeremy;TE;car;h;nor;3.6;5100
5;2011;4257;Shiancoe, Visanthe;TE;min;h;ari;2.5;5100
5;2011;4504;McCoy, Anthony;TE;sea;a;nyg;2.5;4500
5;2011;4458;Pascoe, Bear;TE;nyg;h;sea;2.2;4500
5;2011;4480;Crabtree, Tom;TE;gnb;a;atl;2;4500
5;2011;4325;Pope, Leonard;TE;kan;a;ind;1.8;4800
5;2011;4328;Scheffler, Tony;TE;det;h;chi;1.7;4600
5;2011;4370;Rosario, Dante;TE;den;h;sdg;1.5;4500
5;2011;4371;Spaeth, Matt;TE;chi;a;det;1.3;4500
5;2011;4248;Clark, Dallas;TE;ind;h;kan;1.2;6400
5;2011;4536;Williams, D.J.;TE;gnb;a;atl;1.2;4500
5;2011;4420;Keller, Dustin;TE;nyj;a;nwe;1.2;6100
5;2011;4324;Lewis, Marcedes;TE;jac;h;cin;1.1;5100
5;2011;4363;Celek, Brent;TE;phi;a;buf;1.1;4800
5;2011;4431;Mulligan, Matthew;TE;nyj;a;nwe;0.9;4500
5;2011;4376;Chandler, Scott;TE;buf;h;phi;0.9;5100
5;2011;4495;Harbor, Clay;TE;phi;a;buf;0.8;4800
5;2011;4271;Heller, Will;TE;det;h;chi;0.6;4500
5;2011;4138;Zelenka, Joe;TE;atl;h;gnb;0;4500
5;2011;4391;Harris, Clark;TE;cin;a;jac;0;4500
5;2011;4212;Graham, Daniel;TE;ten;a;pit;0;4500
5;2011;4171;Leach, Mike;TE;ari;a;min;0;4500
5;2011;4537;Rudolph, Kyle;TE;min;h;ari;0;4800
5;2011;4186;Snow, Justin;TE;ind;h;kan;0;4500
5;2011;4485;Eldridge, Brody;TE;ind;h;kan;0;4500
5;2011;4237;Gilmore, John;TE;nor;a;car;0;4500
5;2011;4429;Beckum, Travis;TE;nyg;h;sea;0;4500
5;2011;4375;Boss, Kevin;TE;oak;a;hou;0;5100
5;2011;2838;Taylor, Ryan;TE;gnb;a;atl;0;4500
5;2011;4475;Brockel, Richie;TE;car;h;nor;0;4600
5;2011;4440;O'Connell, Jake;TE;kan;a;ind;0;4500
5;2011;4547;Adams, Kyle;TE;chi;a;det;0;4500
5;2011;5098;Ausberry, David;TE;oak;a;hou;0;4500
5;2011;4527;Saunders, Weslye;TE;pit;h;ten;0;4500
5;2011;4076;Kleinsasser, Jim;TE;min;h;ari;0;4500
5;2011;4542;Green, Virgil;TE;den;h;sdg;0;4500
5;2011;4457;Myers, Brandon;TE;oak;a;hou;0;4500
5;2011;4535;Smith, Lee;TE;buf;h;phi;0;4500
5;2011;4286;Hartsock, Ben;TE;car;h;nor;0;4500
5;2011;4222;Peelle, Justin;TE;sfo;h;tam;0;4500
5;2011;4411;Tamme, Jacob;TE;ind;h;kan;0;4500
5;2011;4367;Miller, Zach;TE;sea;a;nyg;0;5100
5;2011;4252;Lee, Donald;TE;cin;a;jac;0;4500
5;2011;4155;Jennings, Brian;TE;sfo;h;tam;0;4500
5;2011;4491;Graham, Garrett;TE;hou;h;oak;0;4500
5;2011;4074;Kelly, Reggie;TE;atl;h;gnb;0;4500
5;2011;4512;Palmer, Michael;TE;atl;h;gnb;0;4500
5;2011;4424;Stevens, Craig;TE;ten;a;pit;0;4800
5;2011;6048;Janikowski, Sebastian;PK;oak;a;hou;20;6100
5;2011;6095;Novak, Nick;PK;sdg;a;den;19;5400
5;2011;6104;Crosby, Mason;PK;gnb;a;atl;15;5600
5;2011;6098;Gostkowski, Stephen;PK;nwe;h;nyj;13;5300
5;2011;6167;Hauschka, Steven;PK;sea;a;nyg;13;5100
5;2011;6027;Kasay, John;PK;nor;a;car;13;5600
5;2011;6028;Longwell, Ryan;PK;min;h;ari;12;5100
5;2011;6001;Akers, David;PK;sfo;h;tam;12;5900
5;2011;6049;Rackers, Neil;PK;hou;h;oak;11;5600
5;2011;6096;Gould, Robbie;PK;chi;a;det;9;5600
5;2011;6037;Vinatieri, Adam;PK;ind;h;kan;8;5900
5;2011;6097;Suisham, Shaun;PK;pit;h;ten;8;5800
5;2011;6088;Scobee, Josh;PK;jac;h;cin;8;5300
5;2011;6093;Nugent, Mike;PK;cin;a;jac;7;5600
5;2011;6053;Lindell, Rian;PK;buf;h;phi;7;5300
5;2011;6062;Feely, Jay;PK;ari;a;min;6;5300
5;2011;6022;Hanson, Jason;PK;det;h;chi;6;6100
5;2011;6199;Henery, Alex;PK;phi;a;buf;6;5300
5;2011;6090;Tynes, Lawrence;PK;nyg;h;sea;5;5100
5;2011;6094;Bironas, Rob;PK;ten;a;pit;5;5600
5;2011;6169;Succop, Ryan;PK;kan;a;ind;4;5400
5;2011;6159;Prater, Matt;PK;den;h;sdg;4;5000
5;2011;6120;Folk, Nick;PK;nyj;a;nwe;3;5800
5;2011;6029;Mare, Olindo;PK;car;h;nor;3;5300
5;2011;6166;Barth, Connor;PK;tam;a;sfo;3;5300
5;2011;6071;Bryant, Matt;PK;atl;h;gnb;2;5800
5;2011;7027;San Francisco Defense;Def;sfo;h;tam;22;5300
5;2011;7028;Seattle Defense;Def;sea;a;nyg;21;5000
