first_name,last_name,position,injury_status,week,game_date,slate,team,opp,spread,over_under,implied_team_score,salary,L5_dvp_rank,L5_fppg_avg,L10_fppg_avg,szn_fppg_avg,ppg_projection,value_projection,ppg_actual,value_actual
Adam,Trautman,TE,,13,2024-12-02,Fri-Mon,DEN,CLE,-5.5,41.5,23.5,2600,27,5.1,3.1,2.6,2.7,1.04,,
Hassan,Haskins,RB,,13,2024-12-01,Fri-Mon,LAC,ATL,-1.5,48.5,25.0,4000,12,1.4,0.9,0.8,2.6,0.65,,
49ers,,DST,,13,2024-12-01,Fri-Mon,SF,BUF,6.5,44.5,19.0,2700,2,3.8,7.0,6.9,2.6,0.96,,
Ty,Johnson,RB,,13,2024-12-01,Fri-Mon,BUF,SF,-6.5,44.5,25.5,4100,21,3.5,4.7,4.3,2.6,0.63,,
Jeremy,Ruckert,TE,,13,2024-12-01,Fri-Mon,NYJ,SEA,2.5,42.5,20.0,2600,22,2.2,2.0,1.9,2.6,1.0,,
Jalen,Reagor,WR,,13,2024-12-01,Fri-Mon,LAC,ATL,-1.5,48.5,25.0,3000,28,2.1,3.1,2.4,2.5,0.83,,
Deven,Thompkins,WR,,13,2024-12-01,Fri-Mon,CAR,TB,5.5,46.5,20.5,3000,26,1.3,0.9,1.4,2.5,0.83,,
Drew,Sample,TE,,13,2024-12-01,Fri-Mon,CIN,PIT,-2.5,47.5,25.0,2600,14,2.6,2.0,1.8,2.5,0.96,,
Ja'Lynn,Polk,WR,,13,2024-12-01,Fri-Mon,NE,IND,2.5,42.5,20.0,3200,19,1.8,3.1,3.0,2.5,0.78,,
Tutu,Atwell,WR,,13,2024-12-01,Fri-Mon,LAR,NO,-2.5,49.5,26.0,3600,27,3.2,7.3,6.6,2.5,0.69,,
Rakim,Jarrett,WR,,13,2024-12-01,Fri-Mon,TB,CAR,-5.5,46.5,26.0,3000,13,4.6,2.5,4.4,2.4,0.8,,
Ashton,Dulin,WR,Q,13,2024-12-01,Fri-Mon,IND,NE,-2.5,42.5,22.5,3000,25,0.5,0.5,1.6,2.4,0.8,,
AJ,Barner,TE,,13,2024-12-01,Fri-Mon,SEA,NYJ,-2.5,42.5,22.5,3000,5,4.4,4.2,3.8,2.3,0.77,,
Josh,Whyle,TE,,13,2024-12-01,Fri-Mon,TEN,WAS,5.5,44.5,19.5,2500,12,1.8,3.0,2.7,2.3,0.92,,
Cordarrelle,Patterson,RB,,13,2024-12-01,Fri-Mon,PIT,CIN,2.5,47.5,22.5,4000,9,3.6,2.7,2.8,2.2,0.55,,
Jermaine,Burton,WR,,13,2024-12-01,Fri-Mon,CIN,PIT,-2.5,47.5,25.0,3100,7,1.8,1.6,1.6,2.2,0.71,,
Xavier,Gipson,WR,,13,2024-12-01,Fri-Mon,NYJ,SEA,2.5,42.5,20.0,3000,18,2.0,1.5,1.4,2.2,0.73,,
Khalil,Herbert,RB,,13,2024-12-01,Fri-Mon,CIN,PIT,-2.5,47.5,25.0,4000,13,0.0,4.0,1.3,2.1,0.53,,
Dare,Ogunbowale,RB,,13,2024-12-01,Fri-Mon,HOU,JAX,-3.5,43.5,23.5,4100,31,0.7,4.0,3.8,2.1,0.51,,
Mecole,Hardman,WR,,13,2024-11-29,Fri-Mon,KC,LV,-12.5,42.5,27.5,3100,9,2.7,3.3,3.0,2.1,0.68,,
Mo,Alie-Cox,TE,,13,2024-12-01,Fri-Mon,IND,NE,-2.5,42.5,22.5,2500,17,0.7,2.4,2.2,2.1,0.84,,
Colby,Parkinson,TE,,13,2024-12-01,Fri-Mon,LAR,NO,-2.5,49.5,26.0,2900,18,2.9,4.7,5.0,2.1,0.72,,
Grant,Calcaterra,TE,,13,2024-12-01,Fri-Mon,PHI,BAL,2.5,51.5,24.5,2600,24,3.4,3.7,3.5,2.0,0.77,,
Robert,Woods,WR,,13,2024-12-01,Fri-Mon,HOU,JAX,-3.5,43.5,23.5,3100,30,3.3,2.2,2.2,2.0,0.65,,
JaMycal,Hasty,RB,,13,2024-12-01,Fri-Mon,NE,IND,2.5,42.5,20.0,4000,27,1.6,2.9,2.4,2.0,0.5,,
Ryan,Miller,WR,,13,2024-12-01,Fri-Mon,TB,CAR,-5.5,46.5,26.0,3100,13,4.3,3.6,4.3,1.9,0.61,,
Britain,Covey,WR,,13,2024-12-01,Fri-Mon,PHI,BAL,2.5,51.5,24.5,3000,31,2.1,1.9,2.6,1.8,0.6,,
Xavier,Hutchinson,WR,Q,13,2024-12-01,Fri-Mon,HOU,JAX,-3.5,43.5,23.5,3000,30,1.1,1.3,1.2,1.8,0.6,,
Zamir,White,RB,Q,13,2024-11-29,Fri-Mon,LV,KC,12.5,42.5,15.0,4200,1,3.1,6.3,3.9,1.8,0.43,,
Josh,Oliver,TE,Q,13,2024-12-01,Fri-Mon,MIN,ARI,-3.5,45.5,24.5,2800,7,9.0,5.9,5.9,1.8,0.64,,
Mason,Tipton,WR,,13,2024-12-01,Fri-Mon,NO,LAR,2.5,49.5,23.5,4100,21,3.3,2.4,2.4,1.8,0.44,,
Jordan,Mason,RB,,13,2024-12-01,Fri-Mon,SF,BUF,6.5,44.5,19.0,4500,30,3.0,9.2,10.7,1.7,0.38,,
Trey,Palmer,WR,,13,2024-12-01,Fri-Mon,TB,CAR,-5.5,46.5,26.0,3600,13,3.1,3.5,3.3,1.7,0.47,,
Zay,Jones,WR,,13,2024-12-01,Fri-Mon,ARI,MIN,3.5,45.5,21.0,3000,32,0.3,4.6,0.3,1.7,0.57,,
Tyler,Johnson,WR,,13,2024-12-01,Fri-Mon,LAR,NO,-2.5,49.5,26.0,3000,27,3.2,3.5,4.3,1.7,0.57,,
Malachi,Corley,WR,Q,13,2024-12-01,Fri-Mon,NYJ,SEA,2.5,42.5,20.0,3000,18,0.8,0.8,0.8,1.7,0.57,,
Nick,Vannett,TE,,13,2024-12-01,Fri-Mon,TEN,WAS,5.5,44.5,19.5,2500,12,2.6,2.8,2.9,1.7,0.68,,
Kyle,Juszczyk,RB,,13,2024-12-01,Fri-Mon,SF,BUF,6.5,44.5,19.0,4000,30,1.7,2.8,3.1,1.6,0.4,,
Nate,Adkins,TE,,13,2024-12-02,Fri-Mon,DEN,CLE,-5.5,41.5,23.5,2500,27,3.1,2.1,1.8,1.6,0.64,,
Luke,Farrell,TE,,13,2024-12-01,Fri-Mon,JAX,HOU,3.5,43.5,20.0,2500,4,1.3,1.5,1.3,1.6,0.64,,
Brandon,Powell,WR,Q,13,2024-12-01,Fri-Mon,MIN,ARI,-3.5,45.5,24.5,3000,17,0.8,1.0,0.9,1.6,0.53,,
Johnny,Wilson,WR,,13,2024-12-01,Fri-Mon,PHI,BAL,2.5,51.5,24.5,3000,31,1.5,0.9,0.9,1.5,0.5,,
Johnny,Mundt,TE,,13,2024-12-01,Fri-Mon,MIN,ARI,-3.5,45.5,24.5,2500,7,1.2,3.0,3.0,1.5,0.6,,
Trey,Sermon,RB,,13,2024-12-01,Fri-Mon,IND,NE,-2.5,42.5,22.5,4000,20,1.5,4.3,3.7,1.5,0.38,,
Drew,Ogletree,TE,,13,2024-12-01,Fri-Mon,IND,NE,-2.5,42.5,22.5,2500,17,0.6,1.7,1.6,1.5,0.6,,
Jamaal,Williams,RB,Q,13,2024-12-01,Fri-Mon,NO,LAR,2.5,49.5,23.5,4200,24,1.5,4.8,3.1,1.4,0.33,,
Stone,Smartt,TE,,13,2024-12-01,Fri-Mon,LAC,ATL,-1.5,48.5,25.0,2500,19,1.2,1.0,0.7,1.3,0.52,,
Tucker,Fisk,TE,,13,2024-12-01,Fri-Mon,LAC,ATL,-1.5,48.5,25.0,2500,19,0.7,0.6,1.1,1.3,0.52,,
Tim,Jones,WR,,13,2024-12-01,Fri-Mon,JAX,HOU,3.5,43.5,20.0,3400,24,1.0,0.5,0.5,1.3,0.38,,
Ramel,Keyton,WR,,13,2024-11-29,Fri-Mon,LV,KC,12.5,42.5,15.0,3000,15,0.6,0.6,0.6,1.3,0.43,,
Quintin,Morris,TE,,13,2024-12-01,Fri-Mon,BUF,SF,-6.5,44.5,25.5,2500,6,1.4,0.7,0.7,1.2,0.48,,
Tyler,Goodson,RB,,13,2024-12-01,Fri-Mon,IND,NE,-2.5,42.5,22.5,4000,20,1.8,3.9,3.7,1.2,0.3,,
Jake,Bobo,WR,,13,2024-12-01,Fri-Mon,SEA,NYJ,-2.5,42.5,22.5,3000,1,0.9,1.9,1.7,1.2,0.4,,
Derius,Davis,WR,,13,2024-12-01,Fri-Mon,LAC,ATL,-1.5,48.5,25.0,3000,28,2.4,1.8,1.5,1.1,0.37,,
Tylan,Wallace,WR,,13,2024-12-01,Fri-Mon,BAL,PHI,-2.5,51.5,27.0,3100,12,5.6,3.3,2.7,1.1,0.35,,
Ainias,Smith,WR,,13,2024-12-01,Fri-Mon,PHI,BAL,2.5,51.5,24.5,3000,31,0.8,0.8,0.8,1.1,0.37,,
Kadarius,Toney,WR,,13,2024-12-02,Fri-Mon,CLE,DEN,5.5,41.5,18.0,3000,4,2.8,3.7,-0.7,1.1,0.37,,
Dameon,Pierce,RB,,13,2024-12-01,Fri-Mon,HOU,JAX,-3.5,43.5,23.5,4600,31,3.1,2.0,2.9,1.1,0.24,,
Dante,Pettis,WR,,13,2024-12-01,Fri-Mon,NO,LAR,2.5,49.5,23.5,3100,21,3.3,2.6,1.9,1.1,0.35,,
Pierre,Strong Jr.,RB,,13,2024-12-02,Fri-Mon,CLE,DEN,5.5,41.5,18.0,4000,14,1.0,2.8,2.4,1.0,0.25,,
Blake,Whiteheart,TE,,13,2024-12-02,Fri-Mon,CLE,DEN,5.5,41.5,18.0,2500,10,2.8,2.0,2.8,1.0,0.4,,
Carson,Steele,RB,,13,2024-11-29,Fri-Mon,KC,LV,-12.5,42.5,27.5,4000,23,1.5,2.1,1.9,1.0,0.25,,
John,Bates,TE,,13,2024-12-01,Fri-Mon,WAS,TEN,-5.5,44.5,25.0,2500,8,1.6,1.0,1.0,1.0,0.4,,
Jordan,Whittington,WR,,13,2024-12-01,Fri-Mon,LAR,NO,-2.5,49.5,26.0,3300,27,3.2,4.2,4.2,0.9,0.27,,
Pharaoh,Brown,TE,,13,2024-12-01,Fri-Mon,SEA,NYJ,-2.5,42.5,22.5,2500,5,0.8,1.0,1.0,0.9,0.36,,
Jha'Quan,Jackson,WR,,13,2024-12-01,Fri-Mon,TEN,WAS,5.5,44.5,19.5,3000,16,0.1,0.0,0.0,0.9,0.3,,
KhaDarel,Hodge,WR,Q,13,2024-12-01,Fri-Mon,ATL,LAC,1.5,48.5,23.5,3000,14,1.2,2.1,1.9,0.8,0.27,,
Isaac,Guerendo,RB,,13,2024-12-01,Fri-Mon,SF,BUF,6.5,44.5,19.0,4000,30,4.2,3.4,3.1,0.8,0.2,,
Payne,Durham,TE,,13,2024-12-01,Fri-Mon,TB,CAR,-5.5,46.5,26.0,2500,32,0.7,0.5,0.5,0.8,0.32,,
Connor,Heyward,TE,,13,2024-12-01,Fri-Mon,PIT,CIN,2.5,47.5,22.5,2500,30,0.0,1.3,1.2,0.8,0.32,,
Adam,Prentice,RB,,13,2024-12-01,Fri-Mon,NO,LAR,2.5,49.5,23.5,4000,24,0.0,0.0,0.0,0.8,0.2,,
Julius,Chestnut,RB,,13,2024-12-01,Fri-Mon,TEN,WAS,5.5,44.5,19.5,4000,17,1.4,1.1,1.0,0.8,0.2,,
Raheem,Blackshear,RB,,13,2024-12-01,Fri-Mon,CAR,TB,5.5,46.5,20.5,4000,25,0.0,0.0,0.0,0.7,0.18,,
Ben,Skowronek,WR,,13,2024-12-01,Fri-Mon,PIT,CIN,2.5,47.5,22.5,3000,22,0.3,0.7,0.3,0.7,0.23,,
Ty,Chandler,RB,,13,2024-12-01,Fri-Mon,MIN,ARI,-3.5,45.5,24.5,4000,22,0.4,2.0,2.5,0.7,0.18,,
Hunter,Long,TE,,13,2024-12-01,Fri-Mon,LAR,NO,-2.5,49.5,26.0,2500,18,0.8,0.9,0.9,0.7,0.28,,
Irvin,Charles,WR,,13,2024-12-01,Fri-Mon,NYJ,SEA,2.5,42.5,20.0,3000,18,0.0,0.0,0.0,0.7,0.23,,
Kenny,Yeboah,TE,,13,2024-12-01,Fri-Mon,NYJ,SEA,2.5,42.5,20.0,2500,22,3.3,1.7,3.9,0.7,0.28,,
Keaton,Mitchell,RB,,13,2024-12-01,Fri-Mon,BAL,PHI,-2.5,51.5,27.0,4800,4,3.6,7.3,0.0,0.6,0.13,,
Jalen,Virgil,WR,,13,2024-12-01,Fri-Mon,BUF,SF,-6.5,44.5,25.5,3000,10,0.0,0.2,0.0,0.6,0.2,,
Trayveon,Williams,RB,,13,2024-12-01,Fri-Mon,CIN,PIT,-2.5,47.5,25.0,4000,13,0.0,0.0,0.0,0.6,0.15,,
